### Cluster 81 — Symptoms (68)
Symptom,Frequency 
sore muscles worse motion,1 
lameness in back,1 
hardly able to stoop,1 
severe pain in right scapula worse inspiration,1 
left knee cannot bear pressure,1 
heavy limbs,1 
back pains from engorged liver,1 
fullness in right hypochondrium,1 
shooting down left arm,1 
constant tiredness,1 
constant dull backache,1 
severe pain in right chest,1 
painful left knee,1 
lameness in sacro-iliac symphysis worse walking,1 
cloudy intellect,1 
sore muscles worse walking,1 
constant backache in sacrum worse stooping,1 
weight in right hypochondrium,1 
cannot focus on work,1 
sense of spinal weakness,1 
hemorrhoidal troubles,1 
depressed mind,1 
constant backache in sacrum worse walking,1 
swollen left knee,2 
fainting feeling,1 
stiff left knee,2 
left arm feels over-exercised,1 
pain downward from right hip joint,1 
lameness in small of back,1 
pain in sacro-iliac symphysis worse walking,1 
lameness in neck,1 
sensation of arm paralysis,1 
stinging in right arm,1 
uncomfortable rectal feeling as if filled with sticks,1 
severe aching from stomach pit to lower liver lobe,1 
sad mind,1 
tender right hypochondrium,1 
constant backache in hips worse stooping,1 
weakness in neck,1 
dull aching between shoulders,1 
dark urine,1 
constant aching in right hip joint,1 
weariness in small of back,1 
gloomy mind,1 
tearing in small of back on walking,1 
hot urine,1 
pain in scapulae worse inspiration,1 
sense of lameness,1 
sore leg,1 
bruised feeling in right hip joint,1 
aching in left acromion,1 
dry fauces,1 
weak back must lie down,1 
constant backache in hips worse walking,1 
true lumbago,1 
severe dull pain across hips,1 
walking almost impossible,2 
weak legs must lie down,1 
severe dull pain across back as if breaking,1 
hardly able to rise,1 
dull aching in small of back worse walking,1 
dry mouth,1 
painful joints,1 
weakness in back,1 
sore tendo achillis,1 
sense of heaviness,1 
affinity for left knee joint,1 
severe pain in right chest worse inspiration,1 

### Top Remedies
Remedy,Symptoms_Covered 
aesculus hippocastanum,68 
mercurius iodatus ruber,1 

### Directed Edges (Conditional Probabilities)
Source,Target,Weight_P(Target|Source),Shared_Remedies 
dark urine,heavy limbs,1.0,1
dark urine,back pains from engorged liver,1.0,1
dark urine,fullness in right hypochondrium,1.0,1
dark urine,shooting down left arm,1.0,1
dark urine,constant tiredness,1.0,1
dark urine,constant dull backache,1.0,1
dark urine,severe pain in right chest,1.0,1
dark urine,painful left knee,1.0,1
dark urine,lameness in sacro-iliac symphysis worse walking,1.0,1
dark urine,cloudy intellect,1.0,1
dark urine,sore muscles worse walking,1.0,1
dark urine,constant backache in sacrum worse stooping,1.0,1
dark urine,weight in right hypochondrium,1.0,1
dark urine,cannot focus on work,1.0,1
dark urine,sense of spinal weakness,1.0,1
dark urine,hemorrhoidal troubles,1.0,1
dark urine,depressed mind,1.0,1
dark urine,constant backache in sacrum worse walking,1.0,1
dark urine,swollen left knee,1.0,1
dark urine,fainting feeling,1.0,1
dark urine,stiff left knee,1.0,1
dark urine,left arm feels over-exercised,1.0,1
dark urine,pain downward from right hip joint,1.0,1
dark urine,lameness in small of back,1.0,1
dark urine,pain in sacro-iliac symphysis worse walking,1.0,1
dark urine,lameness in neck,1.0,1
dark urine,sensation of arm paralysis,1.0,1
dark urine,stinging in right arm,1.0,1
dark urine,uncomfortable rectal feeling as if filled with sticks,1.0,1
dark urine,severe aching from stomach pit to lower liver lobe,1.0,1
dark urine,sad mind,1.0,1
dark urine,tender right hypochondrium,1.0,1
dark urine,constant backache in hips worse stooping,1.0,1
dark urine,weakness in neck,1.0,1
dark urine,dull aching between shoulders,1.0,1
dark urine,constant aching in right hip joint,1.0,1
dark urine,weariness in small of back,1.0,1
dark urine,gloomy mind,1.0,1
dark urine,tearing in small of back on walking,1.0,1
dark urine,hot urine,1.0,1
dark urine,pain in scapulae worse inspiration,1.0,1
dark urine,sense of lameness,1.0,1
dark urine,sore leg,1.0,1
dark urine,bruised feeling in right hip joint,1.0,1
dark urine,aching in left acromion,1.0,1
dark urine,dry fauces,1.0,1
dark urine,weak back must lie down,1.0,1
dark urine,constant backache in hips worse walking,1.0,1
dark urine,true lumbago,1.0,1
dark urine,severe dull pain across hips,1.0,1
dark urine,walking almost impossible,1.0,1
dark urine,weak legs must lie down,1.0,1
dark urine,severe dull pain across back as if breaking,1.0,1
dark urine,hardly able to rise,1.0,1
dark urine,dull aching in small of back worse walking,1.0,1
dark urine,dry mouth,1.0,1
dark urine,painful joints,1.0,1
dark urine,weakness in back,1.0,1
dark urine,sore tendo achillis,1.0,1
dark urine,sense of heaviness,1.0,1
dark urine,affinity for left knee joint,1.0,1
dark urine,severe pain in right chest worse inspiration,1.0,1
sore muscles worse motion,lameness in back,1.0,1
sore muscles worse motion,hardly able to stoop,1.0,1
sore muscles worse motion,severe pain in right scapula worse inspiration,1.0,1
sore muscles worse motion,left knee cannot bear pressure,1.0,1
sore muscles worse motion,heavy limbs,1.0,1
sore muscles worse motion,back pains from engorged liver,1.0,1
sore muscles worse motion,fullness in right hypochondrium,1.0,1
sore muscles worse motion,shooting down left arm,1.0,1
sore muscles worse motion,constant tiredness,1.0,1
sore muscles worse motion,constant dull backache,1.0,1
sore muscles worse motion,severe pain in right chest,1.0,1
sore muscles worse motion,painful left knee,1.0,1
sore muscles worse motion,lameness in sacro-iliac symphysis worse walking,1.0,1
sore muscles worse motion,cloudy intellect,1.0,1
sore muscles worse motion,sore muscles worse walking,1.0,1
sore muscles worse motion,constant backache in sacrum worse stooping,1.0,1
sore muscles worse motion,weight in right hypochondrium,1.0,1
sore muscles worse motion,cannot focus on work,1.0,1
sore muscles worse motion,sense of spinal weakness,1.0,1
sore muscles worse motion,hemorrhoidal troubles,1.0,1
sore muscles worse motion,depressed mind,1.0,1
sore muscles worse motion,constant backache in sacrum worse walking,1.0,1
sore muscles worse motion,swollen left knee,1.0,1
sore muscles worse motion,fainting feeling,1.0,1
sore muscles worse motion,stiff left knee,1.0,1
sore muscles worse motion,left arm feels over-exercised,1.0,1
sore muscles worse motion,pain downward from right hip joint,1.0,1
sore muscles worse motion,lameness in small of back,1.0,1
sore muscles worse motion,pain in sacro-iliac symphysis worse walking,1.0,1
sore muscles worse motion,lameness in neck,1.0,1
sore muscles worse motion,sensation of arm paralysis,1.0,1
sore muscles worse motion,stinging in right arm,1.0,1
sore muscles worse motion,uncomfortable rectal feeling as if filled with sticks,1.0,1
sore muscles worse motion,severe aching from stomach pit to lower liver lobe,1.0,1
sore muscles worse motion,sad mind,1.0,1
sore muscles worse motion,tender right hypochondrium,1.0,1
sore muscles worse motion,constant backache in hips worse stooping,1.0,1
sore muscles worse motion,weakness in neck,1.0,1
sore muscles worse motion,dull aching between shoulders,1.0,1
sore muscles worse motion,dark urine,1.0,1
sore muscles worse motion,constant aching in right hip joint,1.0,1
sore muscles worse motion,weariness in small of back,1.0,1
sore muscles worse motion,gloomy mind,1.0,1
sore muscles worse motion,tearing in small of back on walking,1.0,1
sore muscles worse motion,hot urine,1.0,1
sore muscles worse motion,pain in scapulae worse inspiration,1.0,1
sore muscles worse motion,sense of lameness,1.0,1
sore muscles worse motion,sore leg,1.0,1
sore muscles worse motion,bruised feeling in right hip joint,1.0,1
sore muscles worse motion,aching in left acromion,1.0,1
sore muscles worse motion,dry fauces,1.0,1
sore muscles worse motion,weak back must lie down,1.0,1
sore muscles worse motion,constant backache in hips worse walking,1.0,1
sore muscles worse motion,true lumbago,1.0,1
sore muscles worse motion,severe dull pain across hips,1.0,1
sore muscles worse motion,walking almost impossible,1.0,1
sore muscles worse motion,weak legs must lie down,1.0,1
sore muscles worse motion,severe dull pain across back as if breaking,1.0,1
sore muscles worse motion,hardly able to rise,1.0,1
sore muscles worse motion,dull aching in small of back worse walking,1.0,1
sore muscles worse motion,dry mouth,1.0,1
sore muscles worse motion,painful joints,1.0,1
sore muscles worse motion,weakness in back,1.0,1
sore muscles worse motion,sore tendo achillis,1.0,1
sore muscles worse motion,sense of heaviness,1.0,1
sore muscles worse motion,affinity for left knee joint,1.0,1
sore muscles worse motion,severe pain in right chest worse inspiration,1.0,1
sore tendo achillis,sore muscles worse motion,1.0,1
sore tendo achillis,lameness in back,1.0,1
sore tendo achillis,hardly able to stoop,1.0,1
sore tendo achillis,severe pain in right scapula worse inspiration,1.0,1
sore tendo achillis,left knee cannot bear pressure,1.0,1
sore tendo achillis,heavy limbs,1.0,1
sore tendo achillis,back pains from engorged liver,1.0,1
sore tendo achillis,fullness in right hypochondrium,1.0,1
sore tendo achillis,shooting down left arm,1.0,1
sore tendo achillis,constant tiredness,1.0,1
sore tendo achillis,constant dull backache,1.0,1
sore tendo achillis,severe pain in right chest,1.0,1
sore tendo achillis,painful left knee,1.0,1
sore tendo achillis,lameness in sacro-iliac symphysis worse walking,1.0,1
sore tendo achillis,cloudy intellect,1.0,1
sore tendo achillis,sore muscles worse walking,1.0,1
sore tendo achillis,constant backache in sacrum worse stooping,1.0,1
sore tendo achillis,weight in right hypochondrium,1.0,1
sore tendo achillis,cannot focus on work,1.0,1
sore tendo achillis,sense of spinal weakness,1.0,1
sore tendo achillis,hemorrhoidal troubles,1.0,1
sore tendo achillis,depressed mind,1.0,1
sore tendo achillis,constant backache in sacrum worse walking,1.0,1
sore tendo achillis,swollen left knee,1.0,1
sore tendo achillis,fainting feeling,1.0,1
sore tendo achillis,stiff left knee,1.0,1
sore tendo achillis,left arm feels over-exercised,1.0,1
sore tendo achillis,pain downward from right hip joint,1.0,1
sore tendo achillis,lameness in small of back,1.0,1
sore tendo achillis,pain in sacro-iliac symphysis worse walking,1.0,1
sore tendo achillis,lameness in neck,1.0,1
sore tendo achillis,sensation of arm paralysis,1.0,1
sore tendo achillis,stinging in right arm,1.0,1
sore tendo achillis,uncomfortable rectal feeling as if filled with sticks,1.0,1
sore tendo achillis,severe aching from stomach pit to lower liver lobe,1.0,1
sore tendo achillis,sad mind,1.0,1
sore tendo achillis,tender right hypochondrium,1.0,1
sore tendo achillis,constant backache in hips worse stooping,1.0,1
sore tendo achillis,weakness in neck,1.0,1
sore tendo achillis,dull aching between shoulders,1.0,1
sore tendo achillis,dark urine,1.0,1
sore tendo achillis,constant aching in right hip joint,1.0,1
sore tendo achillis,weariness in small of back,1.0,1
sore tendo achillis,gloomy mind,1.0,1
sore tendo achillis,tearing in small of back on walking,1.0,1
sore tendo achillis,hot urine,1.0,1
sore tendo achillis,pain in scapulae worse inspiration,1.0,1
sore tendo achillis,sense of lameness,1.0,1
sore tendo achillis,sore leg,1.0,1
sore tendo achillis,bruised feeling in right hip joint,1.0,1
sore tendo achillis,aching in left acromion,1.0,1
sore tendo achillis,dry fauces,1.0,1
sore tendo achillis,weak back must lie down,1.0,1
sore tendo achillis,constant backache in hips worse walking,1.0,1
sore tendo achillis,true lumbago,1.0,1
sore tendo achillis,severe dull pain across hips,1.0,1
sore tendo achillis,walking almost impossible,1.0,1
sore tendo achillis,weak legs must lie down,1.0,1
sore tendo achillis,severe dull pain across back as if breaking,1.0,1
sore tendo achillis,hardly able to rise,1.0,1
sore tendo achillis,dull aching in small of back worse walking,1.0,1
sore tendo achillis,dry mouth,1.0,1
sore tendo achillis,painful joints,1.0,1
sore tendo achillis,weakness in back,1.0,1
sore tendo achillis,sense of heaviness,1.0,1
sore tendo achillis,affinity for left knee joint,1.0,1
sore tendo achillis,severe pain in right chest worse inspiration,1.0,1
affinity for left knee joint,sore muscles worse motion,1.0,1
affinity for left knee joint,lameness in back,1.0,1
affinity for left knee joint,hardly able to stoop,1.0,1
affinity for left knee joint,severe pain in right scapula worse inspiration,1.0,1
affinity for left knee joint,left knee cannot bear pressure,1.0,1
affinity for left knee joint,heavy limbs,1.0,1
affinity for left knee joint,back pains from engorged liver,1.0,1
affinity for left knee joint,fullness in right hypochondrium,1.0,1
affinity for left knee joint,shooting down left arm,1.0,1
affinity for left knee joint,constant tiredness,1.0,1
affinity for left knee joint,constant dull backache,1.0,1
affinity for left knee joint,severe pain in right chest,1.0,1
affinity for left knee joint,painful left knee,1.0,1
affinity for left knee joint,lameness in sacro-iliac symphysis worse walking,1.0,1
affinity for left knee joint,cloudy intellect,1.0,1
affinity for left knee joint,sore muscles worse walking,1.0,1
affinity for left knee joint,constant backache in sacrum worse stooping,1.0,1
affinity for left knee joint,weight in right hypochondrium,1.0,1
affinity for left knee joint,cannot focus on work,1.0,1
affinity for left knee joint,sense of spinal weakness,1.0,1
affinity for left knee joint,hemorrhoidal troubles,1.0,1
affinity for left knee joint,depressed mind,1.0,1
affinity for left knee joint,constant backache in sacrum worse walking,1.0,1
affinity for left knee joint,swollen left knee,1.0,1
affinity for left knee joint,fainting feeling,1.0,1
affinity for left knee joint,stiff left knee,1.0,1
affinity for left knee joint,left arm feels over-exercised,1.0,1
affinity for left knee joint,pain downward from right hip joint,1.0,1
affinity for left knee joint,lameness in small of back,1.0,1
affinity for left knee joint,pain in sacro-iliac symphysis worse walking,1.0,1
affinity for left knee joint,lameness in neck,1.0,1
affinity for left knee joint,sensation of arm paralysis,1.0,1
affinity for left knee joint,stinging in right arm,1.0,1
affinity for left knee joint,uncomfortable rectal feeling as if filled with sticks,1.0,1
affinity for left knee joint,severe aching from stomach pit to lower liver lobe,1.0,1
affinity for left knee joint,sad mind,1.0,1
affinity for left knee joint,tender right hypochondrium,1.0,1
affinity for left knee joint,constant backache in hips worse stooping,1.0,1
affinity for left knee joint,weakness in neck,1.0,1
affinity for left knee joint,dull aching between shoulders,1.0,1
affinity for left knee joint,dark urine,1.0,1
affinity for left knee joint,constant aching in right hip joint,1.0,1
affinity for left knee joint,weariness in small of back,1.0,1
affinity for left knee joint,gloomy mind,1.0,1
affinity for left knee joint,tearing in small of back on walking,1.0,1
affinity for left knee joint,hot urine,1.0,1
affinity for left knee joint,pain in scapulae worse inspiration,1.0,1
affinity for left knee joint,sense of lameness,1.0,1
affinity for left knee joint,sore leg,1.0,1
affinity for left knee joint,bruised feeling in right hip joint,1.0,1
affinity for left knee joint,aching in left acromion,1.0,1
affinity for left knee joint,dry fauces,1.0,1
affinity for left knee joint,weak back must lie down,1.0,1
affinity for left knee joint,constant backache in hips worse walking,1.0,1
affinity for left knee joint,true lumbago,1.0,1
affinity for left knee joint,severe dull pain across hips,1.0,1
affinity for left knee joint,walking almost impossible,1.0,1
affinity for left knee joint,weak legs must lie down,1.0,1
affinity for left knee joint,severe dull pain across back as if breaking,1.0,1
affinity for left knee joint,hardly able to rise,1.0,1
affinity for left knee joint,dull aching in small of back worse walking,1.0,1
affinity for left knee joint,dry mouth,1.0,1
affinity for left knee joint,painful joints,1.0,1
affinity for left knee joint,weakness in back,1.0,1
affinity for left knee joint,sore tendo achillis,1.0,1
affinity for left knee joint,sense of heaviness,1.0,1
affinity for left knee joint,severe pain in right chest worse inspiration,1.0,1
uncomfortable rectal feeling as if filled with sticks,sore muscles worse motion,1.0,1
uncomfortable rectal feeling as if filled with sticks,lameness in back,1.0,1
uncomfortable rectal feeling as if filled with sticks,hardly able to stoop,1.0,1
uncomfortable rectal feeling as if filled with sticks,severe pain in right scapula worse inspiration,1.0,1
uncomfortable rectal feeling as if filled with sticks,left knee cannot bear pressure,1.0,1
uncomfortable rectal feeling as if filled with sticks,heavy limbs,1.0,1
uncomfortable rectal feeling as if filled with sticks,back pains from engorged liver,1.0,1
uncomfortable rectal feeling as if filled with sticks,fullness in right hypochondrium,1.0,1
uncomfortable rectal feeling as if filled with sticks,shooting down left arm,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant tiredness,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant dull backache,1.0,1
uncomfortable rectal feeling as if filled with sticks,severe pain in right chest,1.0,1
uncomfortable rectal feeling as if filled with sticks,painful left knee,1.0,1
uncomfortable rectal feeling as if filled with sticks,lameness in sacro-iliac symphysis worse walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,cloudy intellect,1.0,1
uncomfortable rectal feeling as if filled with sticks,sore muscles worse walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant backache in sacrum worse stooping,1.0,1
uncomfortable rectal feeling as if filled with sticks,weight in right hypochondrium,1.0,1
uncomfortable rectal feeling as if filled with sticks,cannot focus on work,1.0,1
uncomfortable rectal feeling as if filled with sticks,sense of spinal weakness,1.0,1
uncomfortable rectal feeling as if filled with sticks,hemorrhoidal troubles,1.0,1
uncomfortable rectal feeling as if filled with sticks,depressed mind,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant backache in sacrum worse walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,swollen left knee,1.0,1
uncomfortable rectal feeling as if filled with sticks,fainting feeling,1.0,1
uncomfortable rectal feeling as if filled with sticks,stiff left knee,1.0,1
uncomfortable rectal feeling as if filled with sticks,left arm feels over-exercised,1.0,1
uncomfortable rectal feeling as if filled with sticks,pain downward from right hip joint,1.0,1
uncomfortable rectal feeling as if filled with sticks,lameness in small of back,1.0,1
uncomfortable rectal feeling as if filled with sticks,pain in sacro-iliac symphysis worse walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,lameness in neck,1.0,1
uncomfortable rectal feeling as if filled with sticks,sensation of arm paralysis,1.0,1
uncomfortable rectal feeling as if filled with sticks,stinging in right arm,1.0,1
uncomfortable rectal feeling as if filled with sticks,severe aching from stomach pit to lower liver lobe,1.0,1
uncomfortable rectal feeling as if filled with sticks,sad mind,1.0,1
uncomfortable rectal feeling as if filled with sticks,tender right hypochondrium,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant backache in hips worse stooping,1.0,1
uncomfortable rectal feeling as if filled with sticks,weakness in neck,1.0,1
uncomfortable rectal feeling as if filled with sticks,dull aching between shoulders,1.0,1
uncomfortable rectal feeling as if filled with sticks,dark urine,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant aching in right hip joint,1.0,1
uncomfortable rectal feeling as if filled with sticks,weariness in small of back,1.0,1
uncomfortable rectal feeling as if filled with sticks,gloomy mind,1.0,1
uncomfortable rectal feeling as if filled with sticks,tearing in small of back on walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,hot urine,1.0,1
uncomfortable rectal feeling as if filled with sticks,pain in scapulae worse inspiration,1.0,1
uncomfortable rectal feeling as if filled with sticks,sense of lameness,1.0,1
uncomfortable rectal feeling as if filled with sticks,sore leg,1.0,1
uncomfortable rectal feeling as if filled with sticks,bruised feeling in right hip joint,1.0,1
uncomfortable rectal feeling as if filled with sticks,aching in left acromion,1.0,1
uncomfortable rectal feeling as if filled with sticks,dry fauces,1.0,1
uncomfortable rectal feeling as if filled with sticks,weak back must lie down,1.0,1
uncomfortable rectal feeling as if filled with sticks,constant backache in hips worse walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,true lumbago,1.0,1
uncomfortable rectal feeling as if filled with sticks,severe dull pain across hips,1.0,1
uncomfortable rectal feeling as if filled with sticks,walking almost impossible,1.0,1
uncomfortable rectal feeling as if filled with sticks,weak legs must lie down,1.0,1
uncomfortable rectal feeling as if filled with sticks,severe dull pain across back as if breaking,1.0,1
uncomfortable rectal feeling as if filled with sticks,hardly able to rise,1.0,1
uncomfortable rectal feeling as if filled with sticks,dull aching in small of back worse walking,1.0,1
uncomfortable rectal feeling as if filled with sticks,dry mouth,1.0,1
uncomfortable rectal feeling as if filled with sticks,painful joints,1.0,1
uncomfortable rectal feeling as if filled with sticks,weakness in back,1.0,1
uncomfortable rectal feeling as if filled with sticks,sore tendo achillis,1.0,1
uncomfortable rectal feeling as if filled with sticks,sense of heaviness,1.0,1
uncomfortable rectal feeling as if filled with sticks,affinity for left knee joint,1.0,1
uncomfortable rectal feeling as if filled with sticks,severe pain in right chest worse inspiration,1.0,1
walking almost impossible,sore muscles worse motion,0.5,1
walking almost impossible,lameness in back,0.5,1
walking almost impossible,hardly able to stoop,0.5,1
walking almost impossible,severe pain in right scapula worse inspiration,0.5,1
walking almost impossible,left knee cannot bear pressure,0.5,1
walking almost impossible,heavy limbs,0.5,1
walking almost impossible,back pains from engorged liver,0.5,1
walking almost impossible,fullness in right hypochondrium,0.5,1
walking almost impossible,shooting down left arm,0.5,1
walking almost impossible,constant tiredness,0.5,1
walking almost impossible,constant dull backache,0.5,1
walking almost impossible,severe pain in right chest,0.5,1
walking almost impossible,painful left knee,0.5,1
walking almost impossible,lameness in sacro-iliac symphysis worse walking,0.5,1
walking almost impossible,cloudy intellect,0.5,1
walking almost impossible,sore muscles worse walking,0.5,1
walking almost impossible,constant backache in sacrum worse stooping,0.5,1
walking almost impossible,weight in right hypochondrium,0.5,1
walking almost impossible,cannot focus on work,0.5,1
walking almost impossible,sense of spinal weakness,0.5,1
walking almost impossible,hemorrhoidal troubles,0.5,1
walking almost impossible,depressed mind,0.5,1
walking almost impossible,constant backache in sacrum worse walking,0.5,1
walking almost impossible,swollen left knee,0.5,1
walking almost impossible,fainting feeling,0.5,1
walking almost impossible,stiff left knee,0.5,1
walking almost impossible,left arm feels over-exercised,0.5,1
walking almost impossible,pain downward from right hip joint,0.5,1
walking almost impossible,lameness in small of back,0.5,1
walking almost impossible,pain in sacro-iliac symphysis worse walking,0.5,1
walking almost impossible,lameness in neck,0.5,1
walking almost impossible,sensation of arm paralysis,0.5,1
walking almost impossible,stinging in right arm,0.5,1
walking almost impossible,uncomfortable rectal feeling as if filled with sticks,0.5,1
walking almost impossible,severe aching from stomach pit to lower liver lobe,0.5,1
walking almost impossible,sad mind,0.5,1
walking almost impossible,tender right hypochondrium,0.5,1
walking almost impossible,constant backache in hips worse stooping,0.5,1
walking almost impossible,weakness in neck,0.5,1
walking almost impossible,dull aching between shoulders,0.5,1
walking almost impossible,dark urine,0.5,1
walking almost impossible,constant aching in right hip joint,0.5,1
walking almost impossible,weariness in small of back,0.5,1
walking almost impossible,gloomy mind,0.5,1
walking almost impossible,tearing in small of back on walking,0.5,1
walking almost impossible,hot urine,0.5,1
walking almost impossible,pain in scapulae worse inspiration,0.5,1
walking almost impossible,sense of lameness,0.5,1
walking almost impossible,sore leg,0.5,1
walking almost impossible,bruised feeling in right hip joint,0.5,1
walking almost impossible,aching in left acromion,0.5,1
walking almost impossible,dry fauces,0.5,1
walking almost impossible,weak back must lie down,0.5,1
walking almost impossible,constant backache in hips worse walking,0.5,1
walking almost impossible,true lumbago,0.5,1
walking almost impossible,severe dull pain across hips,0.5,1
walking almost impossible,weak legs must lie down,0.5,1
walking almost impossible,severe dull pain across back as if breaking,0.5,1
walking almost impossible,hardly able to rise,0.5,1
walking almost impossible,dull aching in small of back worse walking,0.5,1
walking almost impossible,dry mouth,0.5,1
walking almost impossible,painful joints,0.5,1
walking almost impossible,weakness in back,0.5,1
walking almost impossible,sore tendo achillis,0.5,1
walking almost impossible,sense of heaviness,0.5,1
walking almost impossible,affinity for left knee joint,0.5,1
walking almost impossible,severe pain in right chest worse inspiration,0.5,1
severe pain in right chest worse inspiration,sore muscles worse motion,1.0,1
severe pain in right chest worse inspiration,lameness in back,1.0,1
severe pain in right chest worse inspiration,hardly able to stoop,1.0,1
severe pain in right chest worse inspiration,severe pain in right scapula worse inspiration,1.0,1
severe pain in right chest worse inspiration,left knee cannot bear pressure,1.0,1
severe pain in right chest worse inspiration,heavy limbs,1.0,1
severe pain in right chest worse inspiration,back pains from engorged liver,1.0,1
severe pain in right chest worse inspiration,fullness in right hypochondrium,1.0,1
severe pain in right chest worse inspiration,shooting down left arm,1.0,1
severe pain in right chest worse inspiration,constant tiredness,1.0,1
severe pain in right chest worse inspiration,constant dull backache,1.0,1
severe pain in right chest worse inspiration,severe pain in right chest,1.0,1
severe pain in right chest worse inspiration,painful left knee,1.0,1
severe pain in right chest worse inspiration,lameness in sacro-iliac symphysis worse walking,1.0,1
severe pain in right chest worse inspiration,cloudy intellect,1.0,1
severe pain in right chest worse inspiration,sore muscles worse walking,1.0,1
severe pain in right chest worse inspiration,constant backache in sacrum worse stooping,1.0,1
severe pain in right chest worse inspiration,weight in right hypochondrium,1.0,1
severe pain in right chest worse inspiration,cannot focus on work,1.0,1
severe pain in right chest worse inspiration,sense of spinal weakness,1.0,1
severe pain in right chest worse inspiration,hemorrhoidal troubles,1.0,1
severe pain in right chest worse inspiration,depressed mind,1.0,1
severe pain in right chest worse inspiration,constant backache in sacrum worse walking,1.0,1
severe pain in right chest worse inspiration,swollen left knee,1.0,1
severe pain in right chest worse inspiration,fainting feeling,1.0,1
severe pain in right chest worse inspiration,stiff left knee,1.0,1
severe pain in right chest worse inspiration,left arm feels over-exercised,1.0,1
severe pain in right chest worse inspiration,pain downward from right hip joint,1.0,1
severe pain in right chest worse inspiration,lameness in small of back,1.0,1
severe pain in right chest worse inspiration,pain in sacro-iliac symphysis worse walking,1.0,1
severe pain in right chest worse inspiration,lameness in neck,1.0,1
severe pain in right chest worse inspiration,sensation of arm paralysis,1.0,1
severe pain in right chest worse inspiration,stinging in right arm,1.0,1
severe pain in right chest worse inspiration,uncomfortable rectal feeling as if filled with sticks,1.0,1
severe pain in right chest worse inspiration,severe aching from stomach pit to lower liver lobe,1.0,1
severe pain in right chest worse inspiration,sad mind,1.0,1
severe pain in right chest worse inspiration,tender right hypochondrium,1.0,1
severe pain in right chest worse inspiration,constant backache in hips worse stooping,1.0,1
severe pain in right chest worse inspiration,weakness in neck,1.0,1
severe pain in right chest worse inspiration,dull aching between shoulders,1.0,1
severe pain in right chest worse inspiration,dark urine,1.0,1
severe pain in right chest worse inspiration,constant aching in right hip joint,1.0,1
severe pain in right chest worse inspiration,weariness in small of back,1.0,1
severe pain in right chest worse inspiration,gloomy mind,1.0,1
severe pain in right chest worse inspiration,tearing in small of back on walking,1.0,1
severe pain in right chest worse inspiration,hot urine,1.0,1
severe pain in right chest worse inspiration,pain in scapulae worse inspiration,1.0,1
severe pain in right chest worse inspiration,sense of lameness,1.0,1
severe pain in right chest worse inspiration,sore leg,1.0,1
severe pain in right chest worse inspiration,bruised feeling in right hip joint,1.0,1
severe pain in right chest worse inspiration,aching in left acromion,1.0,1
severe pain in right chest worse inspiration,dry fauces,1.0,1
severe pain in right chest worse inspiration,weak back must lie down,1.0,1
severe pain in right chest worse inspiration,constant backache in hips worse walking,1.0,1
severe pain in right chest worse inspiration,true lumbago,1.0,1
severe pain in right chest worse inspiration,severe dull pain across hips,1.0,1
severe pain in right chest worse inspiration,walking almost impossible,1.0,1
severe pain in right chest worse inspiration,weak legs must lie down,1.0,1
severe pain in right chest worse inspiration,severe dull pain across back as if breaking,1.0,1
severe pain in right chest worse inspiration,hardly able to rise,1.0,1
severe pain in right chest worse inspiration,dull aching in small of back worse walking,1.0,1
severe pain in right chest worse inspiration,dry mouth,1.0,1
severe pain in right chest worse inspiration,painful joints,1.0,1
severe pain in right chest worse inspiration,weakness in back,1.0,1
severe pain in right chest worse inspiration,sore tendo achillis,1.0,1
severe pain in right chest worse inspiration,sense of heaviness,1.0,1
severe pain in right chest worse inspiration,affinity for left knee joint,1.0,1
constant tiredness,sore muscles worse motion,1.0,1
constant tiredness,lameness in back,1.0,1
constant tiredness,hardly able to stoop,1.0,1
constant tiredness,severe pain in right scapula worse inspiration,1.0,1
constant tiredness,left knee cannot bear pressure,1.0,1
constant tiredness,heavy limbs,1.0,1
constant tiredness,back pains from engorged liver,1.0,1
constant tiredness,fullness in right hypochondrium,1.0,1
constant tiredness,shooting down left arm,1.0,1
constant tiredness,constant dull backache,1.0,1
constant tiredness,severe pain in right chest,1.0,1
constant tiredness,painful left knee,1.0,1
constant tiredness,lameness in sacro-iliac symphysis worse walking,1.0,1
constant tiredness,cloudy intellect,1.0,1
constant tiredness,sore muscles worse walking,1.0,1
constant tiredness,constant backache in sacrum worse stooping,1.0,1
constant tiredness,weight in right hypochondrium,1.0,1
constant tiredness,cannot focus on work,1.0,1
constant tiredness,sense of spinal weakness,1.0,1
constant tiredness,hemorrhoidal troubles,1.0,1
constant tiredness,depressed mind,1.0,1
constant tiredness,constant backache in sacrum worse walking,1.0,1
