### Cluster 13 — Symptoms (24)
Symptom,Frequency
pressing pain in right tibia,1
rheumatic pain in scapular muscles,1
pain and stiffness of nape cervical muscles,1
pains in periosteum of long bones especially tibia,1
constricted sensations in different parts,1
violent nightly pains in bones of the feet,1
neuralgic pains in different parts come quickly and leave the part numb,1
stiffness on right side of nape of neck,1
twitching pain from hip joint to knee,1
right hip joint feels sprained on walking,1
violent pain in tibia as if periosteum were torn off,1
ophthalmia after the abuse of mercury,1
neuralgia especially after operations on the eye,1
apprehensiveness as if expecting bad news,1
deep-seated pains as if in periosteum,1
pain in shoulder joint as if torn asunder,1
hypochondriacal and despondent,1
pain deep in bones of thigh and legs,1
cracking in right knee upon rising,1
burning sensations especially in throat,1
violent stitches in toes of right foot,1
rheumatic pain in right scapula,1
violent tearing in ball of left little toe,1
drawing pains in legs,1

### Top Remedies
Remedy,Symptoms_Covered
mezereum,24

### Directed Edges (Conditional Probabilities)
Source,Target,Weight_P(Target|Source),Shared_Remedies
rheumatic pain in scapular muscles,pain deep in bones of thigh and legs,1.0,1
rheumatic pain in scapular muscles,cracking in right knee upon rising,1.0,1
rheumatic pain in scapular muscles,burning sensations especially in throat,1.0,1
rheumatic pain in scapular muscles,violent stitches in toes of right foot,1.0,1
rheumatic pain in scapular muscles,rheumatic pain in right scapula,1.0,1
rheumatic pain in scapular muscles,violent tearing in ball of left little toe,1.0,1
rheumatic pain in scapular muscles,drawing pains in legs,1.0,1
drawing pains in legs,pressing pain in right tibia,1.0,1
drawing pains in legs,rheumatic pain in scapular muscles,1.0,1
drawing pains in legs,pain and stiffness of nape cervical muscles,1.0,1
drawing pains in legs,pains in periosteum of long bones especially tibia,1.0,1
drawing pains in legs,constricted sensations in different parts,1.0,1
drawing pains in legs,violent nightly pains in bones of the feet,1.0,1
drawing pains in legs,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
drawing pains in legs,stiffness on right side of nape of neck,1.0,1
drawing pains in legs,twitching pain from hip joint to knee,1.0,1
drawing pains in legs,right hip joint feels sprained on walking,1.0,1
drawing pains in legs,violent pain in tibia as if periosteum were torn off,1.0,1
drawing pains in legs,ophthalmia after the abuse of mercury,1.0,1
drawing pains in legs,neuralgia especially after operations on the eye,1.0,1
drawing pains in legs,apprehensiveness as if expecting bad news,1.0,1
drawing pains in legs,deep-seated pains as if in periosteum,1.0,1
drawing pains in legs,pain in shoulder joint as if torn asunder,1.0,1
drawing pains in legs,hypochondriacal and despondent,1.0,1
drawing pains in legs,pain deep in bones of thigh and legs,1.0,1
drawing pains in legs,cracking in right knee upon rising,1.0,1
drawing pains in legs,burning sensations especially in throat,1.0,1
drawing pains in legs,violent stitches in toes of right foot,1.0,1
drawing pains in legs,rheumatic pain in right scapula,1.0,1
drawing pains in legs,violent tearing in ball of left little toe,1.0,1
ophthalmia after the abuse of mercury,pressing pain in right tibia,1.0,1
ophthalmia after the abuse of mercury,rheumatic pain in scapular muscles,1.0,1
ophthalmia after the abuse of mercury,pain and stiffness of nape cervical muscles,1.0,1
ophthalmia after the abuse of mercury,pains in periosteum of long bones especially tibia,1.0,1
ophthalmia after the abuse of mercury,constricted sensations in different parts,1.0,1
ophthalmia after the abuse of mercury,violent nightly pains in bones of the feet,1.0,1
ophthalmia after the abuse of mercury,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
ophthalmia after the abuse of mercury,stiffness on right side of nape of neck,1.0,1
ophthalmia after the abuse of mercury,twitching pain from hip joint to knee,1.0,1
ophthalmia after the abuse of mercury,right hip joint feels sprained on walking,1.0,1
ophthalmia after the abuse of mercury,violent pain in tibia as if periosteum were torn off,1.0,1
ophthalmia after the abuse of mercury,neuralgia especially after operations on the eye,1.0,1
ophthalmia after the abuse of mercury,apprehensiveness as if expecting bad news,1.0,1
ophthalmia after the abuse of mercury,deep-seated pains as if in periosteum,1.0,1
ophthalmia after the abuse of mercury,pain in shoulder joint as if torn asunder,1.0,1
ophthalmia after the abuse of mercury,hypochondriacal and despondent,1.0,1
ophthalmia after the abuse of mercury,pain deep in bones of thigh and legs,1.0,1
ophthalmia after the abuse of mercury,cracking in right knee upon rising,1.0,1
ophthalmia after the abuse of mercury,burning sensations especially in throat,1.0,1
ophthalmia after the abuse of mercury,violent stitches in toes of right foot,1.0,1
ophthalmia after the abuse of mercury,rheumatic pain in right scapula,1.0,1
ophthalmia after the abuse of mercury,violent tearing in ball of left little toe,1.0,1
ophthalmia after the abuse of mercury,drawing pains in legs,1.0,1
violent tearing in ball of left little toe,pressing pain in right tibia,1.0,1
violent tearing in ball of left little toe,rheumatic pain in scapular muscles,1.0,1
violent tearing in ball of left little toe,pain and stiffness of nape cervical muscles,1.0,1
violent tearing in ball of left little toe,pains in periosteum of long bones especially tibia,1.0,1
violent tearing in ball of left little toe,constricted sensations in different parts,1.0,1
violent tearing in ball of left little toe,violent nightly pains in bones of the feet,1.0,1
violent tearing in ball of left little toe,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
violent tearing in ball of left little toe,stiffness on right side of nape of neck,1.0,1
violent tearing in ball of left little toe,twitching pain from hip joint to knee,1.0,1
violent tearing in ball of left little toe,right hip joint feels sprained on walking,1.0,1
violent tearing in ball of left little toe,violent pain in tibia as if periosteum were torn off,1.0,1
violent tearing in ball of left little toe,ophthalmia after the abuse of mercury,1.0,1
violent tearing in ball of left little toe,neuralgia especially after operations on the eye,1.0,1
violent tearing in ball of left little toe,apprehensiveness as if expecting bad news,1.0,1
violent tearing in ball of left little toe,deep-seated pains as if in periosteum,1.0,1
violent tearing in ball of left little toe,pain in shoulder joint as if torn asunder,1.0,1
violent tearing in ball of left little toe,hypochondriacal and despondent,1.0,1
violent tearing in ball of left little toe,pain deep in bones of thigh and legs,1.0,1
violent tearing in ball of left little toe,cracking in right knee upon rising,1.0,1
violent tearing in ball of left little toe,burning sensations especially in throat,1.0,1
violent tearing in ball of left little toe,violent stitches in toes of right foot,1.0,1
violent tearing in ball of left little toe,rheumatic pain in right scapula,1.0,1
violent tearing in ball of left little toe,drawing pains in legs,1.0,1
right hip joint feels sprained on walking,pressing pain in right tibia,1.0,1
right hip joint feels sprained on walking,rheumatic pain in scapular muscles,1.0,1
right hip joint feels sprained on walking,pain and stiffness of nape cervical muscles,1.0,1
right hip joint feels sprained on walking,pains in periosteum of long bones especially tibia,1.0,1
right hip joint feels sprained on walking,constricted sensations in different parts,1.0,1
right hip joint feels sprained on walking,violent nightly pains in bones of the feet,1.0,1
right hip joint feels sprained on walking,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
right hip joint feels sprained on walking,stiffness on right side of nape of neck,1.0,1
right hip joint feels sprained on walking,twitching pain from hip joint to knee,1.0,1
right hip joint feels sprained on walking,violent pain in tibia as if periosteum were torn off,1.0,1
right hip joint feels sprained on walking,ophthalmia after the abuse of mercury,1.0,1
right hip joint feels sprained on walking,neuralgia especially after operations on the eye,1.0,1
right hip joint feels sprained on walking,apprehensiveness as if expecting bad news,1.0,1
right hip joint feels sprained on walking,deep-seated pains as if in periosteum,1.0,1
right hip joint feels sprained on walking,pain in shoulder joint as if torn asunder,1.0,1
right hip joint feels sprained on walking,hypochondriacal and despondent,1.0,1
right hip joint feels sprained on walking,pain deep in bones of thigh and legs,1.0,1
right hip joint feels sprained on walking,cracking in right knee upon rising,1.0,1
right hip joint feels sprained on walking,burning sensations especially in throat,1.0,1
right hip joint feels sprained on walking,violent stitches in toes of right foot,1.0,1
right hip joint feels sprained on walking,rheumatic pain in right scapula,1.0,1
right hip joint feels sprained on walking,violent tearing in ball of left little toe,1.0,1
right hip joint feels sprained on walking,drawing pains in legs,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,pressing pain in right tibia,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,rheumatic pain in scapular muscles,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,pain and stiffness of nape cervical muscles,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,pains in periosteum of long bones especially tibia,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,constricted sensations in different parts,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,violent nightly pains in bones of the feet,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,stiffness on right side of nape of neck,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,twitching pain from hip joint to knee,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,right hip joint feels sprained on walking,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,violent pain in tibia as if periosteum were torn off,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,ophthalmia after the abuse of mercury,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,neuralgia especially after operations on the eye,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,apprehensiveness as if expecting bad news,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,deep-seated pains as if in periosteum,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,pain in shoulder joint as if torn asunder,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,hypochondriacal and despondent,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,pain deep in bones of thigh and legs,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,cracking in right knee upon rising,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,burning sensations especially in throat,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,violent stitches in toes of right foot,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,rheumatic pain in right scapula,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,violent tearing in ball of left little toe,1.0,1
neuralgic pains in different parts come quickly and leave the part numb,drawing pains in legs,1.0,1
violent stitches in toes of right foot,pressing pain in right tibia,1.0,1
violent stitches in toes of right foot,rheumatic pain in scapular muscles,1.0,1
violent stitches in toes of right foot,pain and stiffness of nape cervical muscles,1.0,1
violent stitches in toes of right foot,pains in periosteum of long bones especially tibia,1.0,1
violent stitches in toes of right foot,constricted sensations in different parts,1.0,1
violent stitches in toes of right foot,violent nightly pains in bones of the feet,1.0,1
violent stitches in toes of right foot,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
violent stitches in toes of right foot,stiffness on right side of nape of neck,1.0,1
violent stitches in toes of right foot,twitching pain from hip joint to knee,1.0,1
violent stitches in toes of right foot,right hip joint feels sprained on walking,1.0,1
violent stitches in toes of right foot,violent pain in tibia as if periosteum were torn off,1.0,1
violent stitches in toes of right foot,ophthalmia after the abuse of mercury,1.0,1
violent stitches in toes of right foot,neuralgia especially after operations on the eye,1.0,1
violent stitches in toes of right foot,apprehensiveness as if expecting bad news,1.0,1
violent stitches in toes of right foot,deep-seated pains as if in periosteum,1.0,1
violent stitches in toes of right foot,pain in shoulder joint as if torn asunder,1.0,1
violent stitches in toes of right foot,hypochondriacal and despondent,1.0,1
violent stitches in toes of right foot,pain deep in bones of thigh and legs,1.0,1
violent stitches in toes of right foot,cracking in right knee upon rising,1.0,1
violent stitches in toes of right foot,burning sensations especially in throat,1.0,1
violent stitches in toes of right foot,rheumatic pain in right scapula,1.0,1
violent stitches in toes of right foot,violent tearing in ball of left little toe,1.0,1
violent stitches in toes of right foot,drawing pains in legs,1.0,1
deep-seated pains as if in periosteum,pressing pain in right tibia,1.0,1
deep-seated pains as if in periosteum,rheumatic pain in scapular muscles,1.0,1
deep-seated pains as if in periosteum,pain and stiffness of nape cervical muscles,1.0,1
deep-seated pains as if in periosteum,pains in periosteum of long bones especially tibia,1.0,1
deep-seated pains as if in periosteum,constricted sensations in different parts,1.0,1
deep-seated pains as if in periosteum,violent nightly pains in bones of the feet,1.0,1
deep-seated pains as if in periosteum,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
deep-seated pains as if in periosteum,stiffness on right side of nape of neck,1.0,1
deep-seated pains as if in periosteum,twitching pain from hip joint to knee,1.0,1
deep-seated pains as if in periosteum,right hip joint feels sprained on walking,1.0,1
deep-seated pains as if in periosteum,violent pain in tibia as if periosteum were torn off,1.0,1
deep-seated pains as if in periosteum,ophthalmia after the abuse of mercury,1.0,1
deep-seated pains as if in periosteum,neuralgia especially after operations on the eye,1.0,1
deep-seated pains as if in periosteum,apprehensiveness as if expecting bad news,1.0,1
deep-seated pains as if in periosteum,pain in shoulder joint as if torn asunder,1.0,1
deep-seated pains as if in periosteum,hypochondriacal and despondent,1.0,1
deep-seated pains as if in periosteum,pain deep in bones of thigh and legs,1.0,1
deep-seated pains as if in periosteum,cracking in right knee upon rising,1.0,1
deep-seated pains as if in periosteum,burning sensations especially in throat,1.0,1
deep-seated pains as if in periosteum,violent stitches in toes of right foot,1.0,1
deep-seated pains as if in periosteum,rheumatic pain in right scapula,1.0,1
deep-seated pains as if in periosteum,violent tearing in ball of left little toe,1.0,1
deep-seated pains as if in periosteum,drawing pains in legs,1.0,1
cracking in right knee upon rising,pressing pain in right tibia,1.0,1
cracking in right knee upon rising,rheumatic pain in scapular muscles,1.0,1
cracking in right knee upon rising,pain and stiffness of nape cervical muscles,1.0,1
cracking in right knee upon rising,pains in periosteum of long bones especially tibia,1.0,1
cracking in right knee upon rising,constricted sensations in different parts,1.0,1
cracking in right knee upon rising,violent nightly pains in bones of the feet,1.0,1
cracking in right knee upon rising,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
cracking in right knee upon rising,stiffness on right side of nape of neck,1.0,1
cracking in right knee upon rising,twitching pain from hip joint to knee,1.0,1
cracking in right knee upon rising,right hip joint feels sprained on walking,1.0,1
cracking in right knee upon rising,violent pain in tibia as if periosteum were torn off,1.0,1
cracking in right knee upon rising,ophthalmia after the abuse of mercury,1.0,1
cracking in right knee upon rising,neuralgia especially after operations on the eye,1.0,1
cracking in right knee upon rising,apprehensiveness as if expecting bad news,1.0,1
cracking in right knee upon rising,deep-seated pains as if in periosteum,1.0,1
cracking in right knee upon rising,pain in shoulder joint as if torn asunder,1.0,1
cracking in right knee upon rising,hypochondriacal and despondent,1.0,1
cracking in right knee upon rising,pain deep in bones of thigh and legs,1.0,1
cracking in right knee upon rising,burning sensations especially in throat,1.0,1
cracking in right knee upon rising,violent stitches in toes of right foot,1.0,1
cracking in right knee upon rising,rheumatic pain in right scapula,1.0,1
cracking in right knee upon rising,violent tearing in ball of left little toe,1.0,1
cracking in right knee upon rising,drawing pains in legs,1.0,1
apprehensiveness as if expecting bad news,pressing pain in right tibia,1.0,1
apprehensiveness as if expecting bad news,rheumatic pain in scapular muscles,1.0,1
apprehensiveness as if expecting bad news,pain and stiffness of nape cervical muscles,1.0,1
apprehensiveness as if expecting bad news,pains in periosteum of long bones especially tibia,1.0,1
apprehensiveness as if expecting bad news,constricted sensations in different parts,1.0,1
apprehensiveness as if expecting bad news,violent nightly pains in bones of the feet,1.0,1
apprehensiveness as if expecting bad news,neuralgic pains in different parts come quickly and leave the part numb,1.0,1
