### Cluster 26 — Symptoms (65)
Symptom,Frequency
swelling of affected parts,1
pains worse on motion,1
stiffness in tendo achillis,1
stiff neck from cold draft,1
menses delayed,1
small of back pain extends down thighs,1
stiff joints at night,1
heart pain extends down left arm,1
soreness in tendo achillis,1
compare with pulsatilla,1
tremors all over,1
feels troubled,1
swelling of affected parts,shivers run all over body,1.0,1
swelling of affected parts,severe pain down arms,1.0,1
swelling of affected parts,pains worse toward night,1.0,1
swelling of affected parts,neck retracted,1.0,1
swelling of affected parts,violent aching in lumbar region,1.0,1
swelling of affected parts,heart pain extends over chest,1.0,1
swelling of affected parts,dull headache in occiput,1.0,1
swelling of affected parts,affects chest muscles,1.0,1
swelling of affected parts,growing pains about lower limbs,1.0,1
swelling of affected parts,weak trembling pain in small of back,1.0,1
swelling of affected parts,heat of affected parts,1.0,1
swelling of affected parts,compare with caulophyllum,1.0,1
swelling of affected parts,rheumatic pains in back muscles,1.0,1
swelling of affected parts,affects back muscles,1.0,1
swelling of affected parts,excruciating pains in arms,1.0,1
swelling of affected parts,numbness as if nerve compressed,1.0,1
swelling of affected parts,compare with actea spicata,1.0,1
swelling of affected parts,rheumatism of dorsal muscles,1.0,1
swelling of affected parts,upper dorsal region sensitive,1.0,1
swelling of affected parts,affects neck muscles,1.0,1
swelling of affected parts,stiff joints in morning,1.0,1
swelling of affected parts,excessive muscular soreness,1.0,1
swelling of affected parts,dull aching burning in second joint of right great toe,1.0,1
swelling of affected parts,belly of muscles affected,1.0,1
swelling of affected parts,arm pains worse as evening approaches,1.0,1
swelling of affected parts,associated with deranged menstruation,1.0,1
swelling of affected parts,weight in lumbar region,1.0,1
swelling of affected parts,weight in sacral region,1.0,1
swelling of affected parts,rheumatic pains in neck muscles,1.0,1
swelling of affected parts,chest pain extorts cries,1.0,1
swelling of affected parts,joint pains with heat,1.0,1
swelling of affected parts,chest pain worse by motion,1.0,1
swelling of affected parts,cramp in neck muscles on moving head,1.0,1
swelling of affected parts,tendo achillis pain worse when walking,1.0,1
swelling of affected parts,head retracted,1.0,1
swelling of affected parts,pain in lumbar region,1.0,1
swelling of affected parts,feels grieved,1.0,1
menses delayed,swelling of affected parts,1.0,1
menses delayed,pains worse on motion,1.0,1
menses delayed,stiffness in tendo achillis,1.0,1
menses delayed,stiff neck from cold draft,1.0,1
menses delayed,small of back pain extends down thighs,1.0,1
menses delayed,stiff joints at night,1.0,1
menses delayed,heart pain extends down left arm,1.0,1
menses delayed,soreness in tendo achillis,1.0,1
menses delayed,compare with pulsatilla,1.0,1
menses delayed,tremors all over,1.0,1
menses delayed,feels troubled,1.0,1
menses delayed,sore bruised feeling of whole body,1.0,1
menses delayed,neck very painful on slight motion,1.0,1
menses delayed,cervical region sensitive,1.0,1
menses delayed,contraction in neck,1.0,1
menses delayed,brain feels too large,1.0,1
menses delayed,menses irregular,1.0,1
menses delayed,aching in tendo achillis,1.0,1
menses delayed,dull headache in vertex,1.0,1
menses delayed,soreness of dorsal muscles,1.0,1
menses delayed,spine sensitive,1.0,1
menses delayed,pain in right chest,1.0,1
menses delayed,crampy sticking pains,1.0,1
menses delayed,joint pains with swelling,1.0,1
menses delayed,aching down left leg,1.0,1
menses delayed,menses suppressed,1.0,1
menses delayed,affects belly of muscles,1.0,1
menses delayed,shivers run all over body,1.0,1
menses delayed,severe pain down arms,1.0,1
menses delayed,pains worse toward night,1.0,1
menses delayed,neck retracted,1.0,1
menses delayed,violent aching in lumbar region,1.0,1
menses delayed,heart pain extends over chest,1.0,1
menses delayed,dull headache in occiput,1.0,1
menses delayed,affects chest muscles,1.0,1
menses delayed,growing pains about lower limbs,1.0,1
menses delayed,weak trembling pain in small of back,1.0,1
menses delayed,heat of affected parts,1.0,1
menses delayed,compare with caulophyllum,1.0,1
menses delayed,rheumatic pains in back muscles,1.0,1
menses delayed,affects back muscles,1.0,1
menses delayed,excruciating pains in arms,1.0,1
menses delayed,numbness as if nerve compressed,1.0,1
menses delayed,compare with actea spicata,1.0,1
menses delayed,rheumatism of dorsal muscles,1.0,1
menses delayed,upper dorsal region sensitive,1.0,1
menses delayed,affects neck muscles,1.0,1
menses delayed,stiff joints in morning,1.0,1
menses delayed,excessive muscular soreness,1.0,1
menses delayed,dull aching burning in second joint of right great toe,1.0,1
menses delayed,belly of muscles affected,1.0,1
menses delayed,arm pains worse as evening approaches,1.0,1
menses delayed,associated with deranged menstruation,1.0,1
menses delayed,weight in lumbar region,1.0,1
menses delayed,weight in sacral region,1.0,1
menses delayed,rheumatic pains in neck muscles,1.0,1
menses delayed,chest pain extorts cries,1.0,1
menses delayed,joint pains with heat,1.0,1
menses delayed,chest pain worse by motion,1.0,1
menses delayed,cramp in neck muscles on moving head,1.0,1
menses delayed,tendo achillis pain worse when walking,1.0,1
menses delayed,head retracted,1.0,1
menses delayed,pain in lumbar region,1.0,1
menses delayed,feels grieved,1.0,1
severe pain down arms,swelling of affected parts,1.0,1
severe pain down arms,pains worse on motion,1.0,1
severe pain down arms,stiffness in tendo achillis,1.0,1
severe pain down arms,stiff neck from cold draft,1.0,1
severe pain down arms,menses delayed,1.0,1
severe pain down arms,small of back pain extends down thighs,1.0,1
severe pain down arms,stiff joints at night,1.0,1
severe pain down arms,heart pain extends down left arm,1.0,1
severe pain down arms,soreness in tendo achillis,1.0,1
severe pain down arms,compare with pulsatilla,1.0,1
severe pain down arms,tremors all over,1.0,1
severe pain down arms,feels troubled,1.0,1
severe pain down arms,sore bruised feeling of whole body,1.0,1
severe pain down arms,neck very painful on slight motion,1.0,1
severe pain down arms,cervical region sensitive,1.0,1
severe pain down arms,contraction in neck,1.0,1
severe pain down arms,brain feels too large,1.0,1
severe pain down arms,menses irregular,1.0,1
severe pain down arms,aching in tendo achillis,1.0,1
severe pain down arms,dull headache in vertex,1.0,1
severe pain down arms,soreness of dorsal muscles,1.0,1
severe pain down arms,spine sensitive,1.0,1
severe pain down arms,pain in right chest,1.0,1
severe pain down arms,crampy sticking pains,1.0,1
severe pain down arms,joint pains with swelling,1.0,1
severe pain down arms,aching down left leg,1.0,1
severe pain down arms,menses suppressed,1.0,1
severe pain down arms,affects belly of muscles,1.0,1
severe pain down arms,shivers run all over body,1.0,1
severe pain down arms,pains worse toward night,1.0,1
severe pain down arms,neck retracted,1.0,1
severe pain down arms,violent aching in lumbar region,1.0,1
severe pain down arms,heart pain extends over chest,1.0,1
severe pain down arms,dull headache in occiput,1.0,1
severe pain down arms,affects chest muscles,1.0,1
severe pain down arms,growing pains about lower limbs,1.0,1
severe pain down arms,weak trembling pain in small of back,1.0,1
severe pain down arms,heat of affected parts,1.0,1
severe pain down arms,compare with caulophyllum,1.0,1
severe pain down arms,rheumatic pains in back muscles,1.0,1
severe pain down arms,affects back muscles,1.0,1
severe pain down arms,excruciating pains in arms,1.0,1
severe pain down arms,numbness as if nerve compressed,1.0,1
severe pain down arms,compare with actea spicata,1.0,1
severe pain down arms,rheumatism of dorsal muscles,1.0,1
severe pain down arms,upper dorsal region sensitive,1.0,1
severe pain down arms,affects neck muscles,1.0,1
severe pain down arms,stiff joints in morning,1.0,1
severe pain down arms,excessive muscular soreness,1.0,1
severe pain down arms,dull aching burning in second joint of right great toe,1.0,1
severe pain down arms,belly of muscles affected,1.0,1
severe pain down arms,arm pains worse as evening approaches,1.0,1
severe pain down arms,associated with deranged menstruation,1.0,1
severe pain down arms,weight in lumbar region,1.0,1
severe pain down arms,weight in sacral region,1.0,1
severe pain down arms,rheumatic pains in neck muscles,1.0,1
severe pain down arms,chest pain extorts cries,1.0,1
severe pain down arms,joint pains with heat,1.0,1
severe pain down arms,chest pain worse by motion,1.0,1
severe pain down arms,cramp in neck muscles on moving head,1.0,1
severe pain down arms,tendo achillis pain worse when walking,1.0,1
severe pain down arms,head retracted,1.0,1
severe pain down arms,pain in lumbar region,1.0,1
severe pain down arms,feels grieved,1.0,1
weight in sacral region,swelling of affected parts,1.0,1
weight in sacral region,pains worse on motion,1.0,1
weight in sacral region,stiffness in tendo achillis,1.0,1
weight in sacral region,stiff neck from cold draft,1.0,1
weight in sacral region,menses delayed,1.0,1
weight in sacral region,small of back pain extends down thighs,1.0,1
weight in sacral region,stiff joints at night,1.0,1
weight in sacral region,heart pain extends down left arm,1.0,1
weight in sacral region,soreness in tendo achillis,1.0,1
weight in sacral region,compare with pulsatilla,1.0,1
weight in sacral region,tremors all over,1.0,1
weight in sacral region,feels troubled,1.0,1
weight in sacral region,sore bruised feeling of whole body,1.0,1
weight in sacral region,neck very painful on slight motion,1.0,1
weight in sacral region,cervical region sensitive,1.0,1
weight in sacral region,contraction in neck,1.0,1
weight in sacral region,brain feels too large,1.0,1
weight in sacral region,menses irregular,1.0,1
weight in sacral region,aching in tendo achillis,1.0,1
weight in sacral region,dull headache in vertex,1.0,1
weight in sacral region,soreness of dorsal muscles,1.0,1
weight in sacral region,spine sensitive,1.0,1
weight in sacral region,pain in right chest,1.0,1
weight in sacral region,crampy sticking pains,1.0,1
weight in sacral region,joint pains with swelling,1.0,1
weight in sacral region,aching down left leg,1.0,1
weight in sacral region,menses suppressed,1.0,1
weight in sacral region,affects belly of muscles,1.0,1
weight in sacral region,shivers run all over body,1.0,1
weight in sacral region,severe pain down arms,1.0,1
weight in sacral region,pains worse toward night,1.0,1
weight in sacral region,neck retracted,1.0,1
weight in sacral region,violent aching in lumbar region,1.0,1
weight in sacral region,heart pain extends over chest,1.0,1
weight in sacral region,dull headache in occiput,1.0,1
weight in sacral region,affects chest muscles,1.0,1
weight in sacral region,growing pains about lower limbs,1.0,1
weight in sacral region,weak trembling pain in small of back,1.0,1
