### Cluster 52 — Symptoms (25)
Symptom,Frequency
tarsal joints swollen,1
sciatica with contractions of hamstrings in chronic cases,1
all muscles are painful and heavy,1
stiffness and arthritic swellings,1
shortening contraction of muscles,1
great toe red with tearing and stinging,1
stitches in muscles and joints of hands and fingers,1
many and varied usually constitutional,1
children late in learning to walk,1
painful stiffness of neck,1
spine oversensitive to touch or pressure,1
tension and drawing,1
periodical gout attacks,1
sprained pain in ankles and knees,1
lameness in ankle joint,1
gnawing pains in knee,1
worse while straightening up,1
chronic rheumatism of joints,1
sensation as of a sprain in shoulder joint,1
pain in back from stooping,1
painful tension in bends of limbs,1
drawing pain in right thigh extending to knee,1
housemaid’s knee,1
can move finger joints with difficulty,1
constantly moving limbs,1

### Top Remedies
Remedy,Symptoms_Covered
natrum muriaticum,25

### Directed Edges (Conditional Probabilities)
Source,Target,Weight_P(Target|Source),Shared_Remedies
painful tension in bends of limbs,sprained pain in ankles and knees,1.0,1
painful tension in bends of limbs,lameness in ankle joint,1.0,1
painful tension in bends of limbs,gnawing pains in knee,1.0,1
painful tension in bends of limbs,worse while straightening up,1.0,1
painful tension in bends of limbs,chronic rheumatism of joints,1.0,1
painful tension in bends of limbs,sensation as of a sprain in shoulder joint,1.0,1
painful tension in bends of limbs,pain in back from stooping,1.0,1
painful tension in bends of limbs,drawing pain in right thigh extending to knee,1.0,1
painful tension in bends of limbs,housemaid’s knee,1.0,1
painful tension in bends of limbs,can move finger joints with difficulty,1.0,1
painful tension in bends of limbs,constantly moving limbs,1.0,1
pain in back from stooping,tarsal joints swollen,1.0,1
pain in back from stooping,sciatica with contractions of hamstrings in chronic cases,1.0,1
pain in back from stooping,all muscles are painful and heavy,1.0,1
pain in back from stooping,stiffness and arthritic swellings,1.0,1
pain in back from stooping,shortening contraction of muscles,1.0,1
pain in back from stooping,great toe red with tearing and stinging,1.0,1
pain in back from stooping,stitches in muscles and joints of hands and fingers,1.0,1
pain in back from stooping,many and varied usually constitutional,1.0,1
pain in back from stooping,children late in learning to walk,1.0,1
pain in back from stooping,painful stiffness of neck,1.0,1
pain in back from stooping,spine oversensitive to touch or pressure,1.0,1
pain in back from stooping,tension and drawing,1.0,1
pain in back from stooping,periodical gout attacks,1.0,1
pain in back from stooping,sprained pain in ankles and knees,1.0,1
pain in back from stooping,lameness in ankle joint,1.0,1
pain in back from stooping,gnawing pains in knee,1.0,1
pain in back from stooping,worse while straightening up,1.0,1
pain in back from stooping,chronic rheumatism of joints,1.0,1
pain in back from stooping,sensation as of a sprain in shoulder joint,1.0,1
pain in back from stooping,painful tension in bends of limbs,1.0,1
pain in back from stooping,drawing pain in right thigh extending to knee,1.0,1
pain in back from stooping,housemaid’s knee,1.0,1
pain in back from stooping,can move finger joints with difficulty,1.0,1
pain in back from stooping,constantly moving limbs,1.0,1
drawing pain in right thigh extending to knee,tarsal joints swollen,1.0,1
drawing pain in right thigh extending to knee,sciatica with contractions of hamstrings in chronic cases,1.0,1
drawing pain in right thigh extending to knee,all muscles are painful and heavy,1.0,1
drawing pain in right thigh extending to knee,stiffness and arthritic swellings,1.0,1
drawing pain in right thigh extending to knee,shortening contraction of muscles,1.0,1
drawing pain in right thigh extending to knee,great toe red with tearing and stinging,1.0,1
drawing pain in right thigh extending to knee,stitches in muscles and joints of hands and fingers,1.0,1
drawing pain in right thigh extending to knee,many and varied usually constitutional,1.0,1
drawing pain in right thigh extending to knee,children late in learning to walk,1.0,1
drawing pain in right thigh extending to knee,painful stiffness of neck,1.0,1
drawing pain in right thigh extending to knee,spine oversensitive to touch or pressure,1.0,1
drawing pain in right thigh extending to knee,tension and drawing,1.0,1
drawing pain in right thigh extending to knee,periodical gout attacks,1.0,1
drawing pain in right thigh extending to knee,sprained pain in ankles and knees,1.0,1
drawing pain in right thigh extending to knee,lameness in ankle joint,1.0,1
drawing pain in right thigh extending to knee,gnawing pains in knee,1.0,1
drawing pain in right thigh extending to knee,worse while straightening up,1.0,1
drawing pain in right thigh extending to knee,chronic rheumatism of joints,1.0,1
drawing pain in right thigh extending to knee,sensation as of a sprain in shoulder joint,1.0,1
drawing pain in right thigh extending to knee,pain in back from stooping,1.0,1
drawing pain in right thigh extending to knee,painful tension in bends of limbs,1.0,1
drawing pain in right thigh extending to knee,housemaid’s knee,1.0,1
drawing pain in right thigh extending to knee,can move finger joints with difficulty,1.0,1
drawing pain in right thigh extending to knee,constantly moving limbs,1.0,1
housemaid’s knee,tarsal joints swollen,1.0,1
housemaid’s knee,sciatica with contractions of hamstrings in chronic cases,1.0,1
housemaid’s knee,all muscles are painful and heavy,1.0,1
housemaid’s knee,stiffness and arthritic swellings,1.0,1
housemaid’s knee,shortening contraction of muscles,1.0,1
housemaid’s knee,great toe red with tearing and stinging,1.0,1
housemaid’s knee,stitches in muscles and joints of hands and fingers,1.0,1
housemaid’s knee,many and varied usually constitutional,1.0,1
housemaid’s knee,children late in learning to walk,1.0,1
housemaid’s knee,painful stiffness of neck,1.0,1
housemaid’s knee,spine oversensitive to touch or pressure,1.0,1
housemaid’s knee,tension and drawing,1.0,1
housemaid’s knee,periodical gout attacks,1.0,1
housemaid’s knee,sprained pain in ankles and knees,1.0,1
housemaid’s knee,lameness in ankle joint,1.0,1
housemaid’s knee,gnawing pains in knee,1.0,1
housemaid’s knee,worse while straightening up,1.0,1
housemaid’s knee,chronic rheumatism of joints,1.0,1
housemaid’s knee,sensation as of a sprain in shoulder joint,1.0,1
housemaid’s knee,pain in back from stooping,1.0,1
